plan,id,phase,owner_record,mapping_status
REL,PAY-001,P05,../2026-08-21--release-1.2.0-megaplan/EXECUTION-LEDGER.csv,RETAINED_ORIGINAL_ROW; R12_MAPPING_JUST_IN_TIME
MKT_STAGE,STAGE-0,P09,../2026-08-21--release-1.2.0-megaplan/EXECUTION-LEDGER.csv,RETAINED_ORIGINAL_ROW; R12_MAPPING_JUST_IN_TIME
MKT_STAGE,STAGE-1,P09,../2026-08-21--release-1.2.0-megaplan/EXECUTION-LEDGER.csv,RETAINED_ORIGINAL_ROW; R12_MAPPING_JUST_IN_TIME
MKT_STAGE,STAGE-2,P09,../2026-08-21--release-1.2.0-megaplan/EXECUTION-LEDGER.csv,RETAINED_ORIGINAL_ROW; R12_MAPPING_JUST_IN_TIME
MKT_STAGE,STAGE-3,P09,../2026-08-21--release-1.2.0-megaplan/EXECUTION-LEDGER.csv,RETAINED_ORIGINAL_ROW; R12_MAPPING_JUST_IN_TIME
MKT_STAGE,STAGE-4,P09,../2026-08-21--release-1.2.0-megaplan/EXECUTION-LEDGER.csv,RETAINED_ORIGINAL_ROW; R12_MAPPING_JUST_IN_TIME
MKT_STAGE,STAGE-5,P09,../2026-08-21--release-1.2.0-megaplan/EXECUTION-LEDGER.csv,RETAINED_ORIGINAL_ROW; R12_MAPPING_JUST_IN_TIME
MKT_STAGE,STAGE-6,P09,../2026-08-21--release-1.2.0-megaplan/EXECUTION-LEDGER.csv,RETAINED_ORIGINAL_ROW; R12_MAPPING_JUST_IN_TIME
FRKN_ADOPT,ADOPT-01,P02,../2026-08-21--release-1.2.0-megaplan/EXECUTION-LEDGER.csv,RETAINED_ORIGINAL_ROW; R12_MAPPING_JUST_IN_TIME
FRKN_ADOPT,ADOPT-02,P04,../2026-08-21--release-1.2.0-megaplan/EXECUTION-LEDGER.csv,RETAINED_ORIGINAL_ROW; R12_MAPPING_JUST_IN_TIME
FRKN_ADOPT,ADOPT-03,P10,../2026-08-21--release-1.2.0-megaplan/EXECUTION-LEDGER.csv,RETAINED_ORIGINAL_ROW; R12_MAPPING_JUST_IN_TIME
FRKN_ADOPT,ADOPT-04,P04,../2026-08-21--release-1.2.0-megaplan/EXECUTION-LEDGER.csv,RETAINED_ORIGINAL_ROW; R12_MAPPING_JUST_IN_TIME
FRKN_ADOPT,ADOPT-05,P01,../2026-08-21--release-1.2.0-megaplan/EXECUTION-LEDGER.csv,RETAINED_ORIGINAL_ROW; R12_MAPPING_JUST_IN_TIME
FRKN_ADOPT,ADOPT-06,P08,../2026-08-21--release-1.2.0-megaplan/EXECUTION-LEDGER.csv,RETAINED_ORIGINAL_ROW; R12_MAPPING_JUST_IN_TIME
FRKN_ADOPT,ADOPT-07,P06,../2026-08-21--release-1.2.0-megaplan/EXECUTION-LEDGER.csv,RETAINED_ORIGINAL_ROW; R12_MAPPING_JUST_IN_TIME
FRKN_AWG,AWG-01,P10,../2026-08-21--release-1.2.0-megaplan/EXECUTION-LEDGER.csv,RETAINED_ORIGINAL_ROW; R12_MAPPING_JUST_IN_TIME
FRKN_AWG,AWG-02,P10,../2026-08-21--release-1.2.0-megaplan/EXECUTION-LEDGER.csv,RETAINED_ORIGINAL_ROW; R12_MAPPING_JUST_IN_TIME
FRKN_AWG,AWG-03,P10,../2026-08-21--release-1.2.0-megaplan/EXECUTION-LEDGER.csv,RETAINED_ORIGINAL_ROW; R12_MAPPING_JUST_IN_TIME
FRKN_AWG,AWG-04,P10,../2026-08-21--release-1.2.0-megaplan/EXECUTION-LEDGER.csv,RETAINED_ORIGINAL_ROW; R12_MAPPING_JUST_IN_TIME
FRKN_AWG,AWG-05,P10,../2026-08-21--release-1.2.0-megaplan/EXECUTION-LEDGER.csv,RETAINED_ORIGINAL_ROW; R12_MAPPING_JUST_IN_TIME
FRKN_AWG,AWG-06,P10,../2026-08-21--release-1.2.0-megaplan/EXECUTION-LEDGER.csv,RETAINED_ORIGINAL_ROW; R12_MAPPING_JUST_IN_TIME
FRKN_AWG,AWG-07,P10,../2026-08-21--release-1.2.0-megaplan/EXECUTION-LEDGER.csv,RETAINED_ORIGINAL_ROW; R12_MAPPING_JUST_IN_TIME
FRKN_AWG,AWG-08,P10,../2026-08-21--release-1.2.0-megaplan/EXECUTION-LEDGER.csv,RETAINED_ORIGINAL_ROW; R12_MAPPING_JUST_IN_TIME
FRKN_AWG,AWG-09,P10,../2026-08-21--release-1.2.0-megaplan/EXECUTION-LEDGER.csv,RETAINED_ORIGINAL_ROW; R12_MAPPING_JUST_IN_TIME
FRKN_AWG,AWG-10,P10,../2026-08-21--release-1.2.0-megaplan/EXECUTION-LEDGER.csv,RETAINED_ORIGINAL_ROW; R12_MAPPING_JUST_IN_TIME
FRKN_HY2,HY2-01,P10,../2026-08-21--release-1.2.0-megaplan/EXECUTION-LEDGER.csv,RETAINED_ORIGINAL_ROW; R12_MAPPING_JUST_IN_TIME
FRKN_SMART_DNS,SMARTDNS-01,P10,../2026-08-21--release-1.2.0-megaplan/EXECUTION-LEDGER.csv,RETAINED_ORIGINAL_ROW; R12_MAPPING_JUST_IN_TIME
FRKN_MONITOR,MONITOR-01,P10,../2026-08-21--release-1.2.0-megaplan/EXECUTION-LEDGER.csv,RETAINED_ORIGINAL_ROW; R12_MAPPING_JUST_IN_TIME
FRKN_MONITOR,MONITOR-02,P10,../2026-08-21--release-1.2.0-megaplan/EXECUTION-LEDGER.csv,RETAINED_ORIGINAL_ROW; R12_MAPPING_JUST_IN_TIME
FRKN_MONITOR,MONITOR-03,P10,../2026-08-21--release-1.2.0-megaplan/EXECUTION-LEDGER.csv,RETAINED_ORIGINAL_ROW; R12_MAPPING_JUST_IN_TIME
FRKN_MONITOR,MONITOR-04,P10,../2026-08-21--release-1.2.0-megaplan/EXECUTION-LEDGER.csv,RETAINED_ORIGINAL_ROW; R12_MAPPING_JUST_IN_TIME
FRKN_REJECT,REJECT-01,P10,../2026-08-21--release-1.2.0-megaplan/EXECUTION-LEDGER.csv,RETAINED_ORIGINAL_ROW; R12_MAPPING_JUST_IN_TIME
FRKN_REJECT,REJECT-02,P10,../2026-08-21--release-1.2.0-megaplan/EXECUTION-LEDGER.csv,RETAINED_ORIGINAL_ROW; R12_MAPPING_JUST_IN_TIME
FRKN_REJECT,REJECT-03,P10,../2026-08-21--release-1.2.0-megaplan/EXECUTION-LEDGER.csv,RETAINED_ORIGINAL_ROW; R12_MAPPING_JUST_IN_TIME
FRKN_REJECT,REJECT-04,P10,../2026-08-21--release-1.2.0-megaplan/EXECUTION-LEDGER.csv,RETAINED_ORIGINAL_ROW; R12_MAPPING_JUST_IN_TIME
FRKN_REJECT,REJECT-05,P10,../2026-08-21--release-1.2.0-megaplan/EXECUTION-LEDGER.csv,RETAINED_ORIGINAL_ROW; R12_MAPPING_JUST_IN_TIME
FRKN_REJECT,REJECT-06,P10,../2026-08-21--release-1.2.0-megaplan/EXECUTION-LEDGER.csv,RETAINED_ORIGINAL_ROW; R12_MAPPING_JUST_IN_TIME
FRKN_REJECT,REJECT-07,P10,../2026-08-21--release-1.2.0-megaplan/EXECUTION-LEDGER.csv,RETAINED_ORIGINAL_ROW; R12_MAPPING_JUST_IN_TIME
FRKN_REJECT,REJECT-08,P10,../2026-08-21--release-1.2.0-megaplan/EXECUTION-LEDGER.csv,RETAINED_ORIGINAL_ROW; R12_MAPPING_JUST_IN_TIME
FRKN_REJECT,REJECT-09,P10,../2026-08-21--release-1.2.0-megaplan/EXECUTION-LEDGER.csv,RETAINED_ORIGINAL_ROW; R12_MAPPING_JUST_IN_TIME
FRKN_REJECT,REJECT-10,P10,../2026-08-21--release-1.2.0-megaplan/EXECUTION-LEDGER.csv,RETAINED_ORIGINAL_ROW; R12_MAPPING_JUST_IN_TIME
FRKN_PLAN,W1-01,P10,../2026-08-21--release-1.2.0-megaplan/EXECUTION-LEDGER.csv,RETAINED_ORIGINAL_ROW; R12_MAPPING_JUST_IN_TIME
FRKN_PLAN,W1-02,P10,../2026-08-21--release-1.2.0-megaplan/EXECUTION-LEDGER.csv,RETAINED_ORIGINAL_ROW; R12_MAPPING_JUST_IN_TIME
FRKN_PLAN,W1-03,P10,../2026-08-21--release-1.2.0-megaplan/EXECUTION-LEDGER.csv,RETAINED_ORIGINAL_ROW; R12_MAPPING_JUST_IN_TIME
FRKN_PLAN,W1-04,P10,../2026-08-21--release-1.2.0-megaplan/EXECUTION-LEDGER.csv,RETAINED_ORIGINAL_ROW; R12_MAPPING_JUST_IN_TIME
FRKN_PLAN,W1-05,P10,../2026-08-21--release-1.2.0-megaplan/EXECUTION-LEDGER.csv,RETAINED_ORIGINAL_ROW; R12_MAPPING_JUST_IN_TIME
FRKN_PLAN,W3-01,P10,../2026-08-21--release-1.2.0-megaplan/EXECUTION-LEDGER.csv,RETAINED_ORIGINAL_ROW; R12_MAPPING_JUST_IN_TIME
FRKN_PLAN,W3-02,P10,../2026-08-21--release-1.2.0-megaplan/EXECUTION-LEDGER.csv,RETAINED_ORIGINAL_ROW; R12_MAPPING_JUST_IN_TIME
FRKN_PLAN,W3-03,P10,../2026-08-21--release-1.2.0-megaplan/EXECUTION-LEDGER.csv,RETAINED_ORIGINAL_ROW; R12_MAPPING_JUST_IN_TIME
FRKN_PLAN,W3-04,P10,../2026-08-21--release-1.2.0-megaplan/EXECUTION-LEDGER.csv,RETAINED_ORIGINAL_ROW; R12_MAPPING_JUST_IN_TIME
FRKN_PLAN,W6-01,P10,../2026-08-21--release-1.2.0-megaplan/EXECUTION-LEDGER.csv,RETAINED_ORIGINAL_ROW; R12_MAPPING_JUST_IN_TIME
FRKN_PLAN,W6-02,P10,../2026-08-21--release-1.2.0-megaplan/EXECUTION-LEDGER.csv,RETAINED_ORIGINAL_ROW; R12_MAPPING_JUST_IN_TIME
FRKN_PLAN,W6-03,P10,../2026-08-21--release-1.2.0-megaplan/EXECUTION-LEDGER.csv,RETAINED_ORIGINAL_ROW; R12_MAPPING_JUST_IN_TIME
FRKN_PLAN,W6-04,P10,../2026-08-21--release-1.2.0-megaplan/EXECUTION-LEDGER.csv,RETAINED_ORIGINAL_ROW; R12_MAPPING_JUST_IN_TIME
FRKN_PLAN,W6-05,P10,../2026-08-21--release-1.2.0-megaplan/EXECUTION-LEDGER.csv,RETAINED_ORIGINAL_ROW; R12_MAPPING_JUST_IN_TIME
FRKN_PLAN,W9-01,P10,../2026-08-21--release-1.2.0-megaplan/EXECUTION-LEDGER.csv,RETAINED_ORIGINAL_ROW; R12_MAPPING_JUST_IN_TIME
FRKN_PLAN,W9-02,P10,../2026-08-21--release-1.2.0-megaplan/EXECUTION-LEDGER.csv,RETAINED_ORIGINAL_ROW; R12_MAPPING_JUST_IN_TIME
FRKN_PLAN,W9-03,P10,../2026-08-21--release-1.2.0-megaplan/EXECUTION-LEDGER.csv,RETAINED_ORIGINAL_ROW; R12_MAPPING_JUST_IN_TIME
FRKN_PLAN,W9-04,P10,../2026-08-21--release-1.2.0-megaplan/EXECUTION-LEDGER.csv,RETAINED_ORIGINAL_ROW; R12_MAPPING_JUST_IN_TIME
FRKN_PLAN,W9-05,P10,../2026-08-21--release-1.2.0-megaplan/EXECUTION-LEDGER.csv,RETAINED_ORIGINAL_ROW; R12_MAPPING_JUST_IN_TIME
FRKN_UNCERTAINTY,UNCERT-01,P10,../2026-08-21--release-1.2.0-megaplan/EXECUTION-LEDGER.csv,RETAINED_ORIGINAL_ROW; R12_MAPPING_JUST_IN_TIME
FRKN_UNCERTAINTY,UNCERT-02,P10,../2026-08-21--release-1.2.0-megaplan/EXECUTION-LEDGER.csv,RETAINED_ORIGINAL_ROW; R12_MAPPING_JUST_IN_TIME
FRKN_UNCERTAINTY,UNCERT-03,P10,../2026-08-21--release-1.2.0-megaplan/EXECUTION-LEDGER.csv,RETAINED_ORIGINAL_ROW; R12_MAPPING_JUST_IN_TIME
FRKN_UNCERTAINTY,UNCERT-04,P10,../2026-08-21--release-1.2.0-megaplan/EXECUTION-LEDGER.csv,RETAINED_ORIGINAL_ROW; R12_MAPPING_JUST_IN_TIME
