"plan","id","phase","summary","status","index","evidence","next_action"
"OBS","OBS-082","P11","Load and abuse-test ingest","LOCALLY_PROVED","I3","WO-013B; release-health ingest 26/26 PASS including twenty maximum 100-event batches, 100-event idempotent replay, rate/size/decompression rejection and a less-than-10-second local budget","Retain deployed rate/decompression/idempotency and resource-budget evidence for the exact candidate before I4"
"OBS","OBS-083","P11","Maintain privacy threat model and field inventory","LOCALLY_PROVED","I3","WO-013B; canonical pokrov.observability-data-inventory.v1 assigns purpose, modes, retention and owner to every event-schema and persisted observability/support field; generator compares live JSON Schema and SQLAlchemy columns; 8/8 plus Ruff PASS","Perform production field/retention owner review against the exact deployed schema before I4"
"OBS","OBS-084","P11","Run access-review playbook","VERIFIED","I1","WO-013B; canonical observability-access-review playbook defines independent owners, post-JIT/weekly/monthly/quarterly cadence, Action Intent review/revoke flow, redacted evidence and fail-closed findings; docs contracts 30/30 PASS","Execute and retain the current production review; local tests or the written cadence are not evidence that regular review occurred"
"OBS","OBS-085","P11","Stop staged promotion on health regression","LOCALLY_PROVED","I3","WO-013B; operator release regression injects crash, connect and update deterioration, proves release.observation.close fails with release_health_gate_failed and keeps rollout staged at 10%; 5/5 PASS","Repeat against exact-candidate deployed cohort health before any promotion"
"OBS","OBS-086","P08","Generate evidence-only causal summary","LOCALLY_PROVED","I3","WO-010G1; typed presenter derives summary and causal key only from tunnel/route/DNS/egress proof, maps supported reason-catalog entries and explicitly states evidence gaps without a cause claim; raw-summary regression PASS","Retain exact-candidate host evidence and operator review before I4"
"OBS","OBS-087","P08","Diff against healthy same-build/platform baseline","IMPLEMENTED_SOURCE_ONLY","I2","WO-013AQ; platform 3e52b73 adds an exact-build UTC-week k=10 bucketed and contribution-capped store plus authenticated band-only projection; client 44c9cca adds a strict existing-session-only consumer on explicit diagnostics refresh and PSD2 support for build 4046; platform/client/Core regression and seed gates pass","Merge and deploy exact bound sources, configure the private cohort secret, accumulate a real same-build k-anonymous cohort and retain Android/Windows runtime readback before I3/I4"
"OBS","OBS-088","P08","Graph connection phases and reconnects","VERIFIED","I3","WO-010G3 exposes a bounded phase graph from the sanitized connection breadcrumb ring: closed event names only, latest four attempts, collapsed phase outcomes and reconnect label only with recorded rollback; analyze PASS, focused 6/6, full app-shell 374/374","Retain physical-device, long-session ring-pressure and exact-candidate presentation proof for I4"
"OBS","OBS-089","P08","Run local offline diagnostic rules","LOCALLY_PROVED","I3","WO-010G1; the importable presenter evaluates the current local RuntimeSnapshot against the shipped OperationalProblemBook without network access and exposes only supported rule IDs/codes/actions; focused offline tests PASS","Retain exact-candidate Android/Windows runtime comparison before I4"
"OBS","OBS-090","P08","Use multilingual safe-message keys","LOCALLY_PROVED","I3","WO-010G1; closed diagnostics.summary.* and diagnostics.causal.* keys resolve through bounded Russian/English safe-copy tables; focused locale and raw-detail exclusion tests PASS","Retain owner translation review and exact-candidate locale/device evidence before I4"
"OBS_DOD","DOD-01","P04","Every user-impacting auth/connect/update failure has stable error code","LOCALLY_PROVED","I3","WO-006 006E closure; closed portal/auth, all public runtime-connect and update mappings validate against catalog; focused tests PASS","Reject new unmapped failures and retain exact-candidate occurrence evidence"
"OBS_DOD","DOD-02","P04","App, host/service, core and portal correlate without raw identity","LOCALLY_PROVED","I3","WO-006 006C-006E closures; UUIDv4 app/host/Core/portal chain plus identity-free release projection; cross-repo 41/41 PASS","Retain one exact-candidate end-to-end trace in WO-013"
"OBS_DOD","DOD-03","P04","Timeline distinguishes profile, core, TUN, routes, DNS, egress and rollback","LOCALLY_PROVED","I3","WO-006 006E closure; canonical reducer timeline and distinct stopped phase covered by runtime/app-shell tests","Retain physical-host timeline samples in WO-013"
"OBS_DOD","DOD-04","P04","Connected without verified is impossible and tested","LOCALLY_PROVED","I3","WO-006 006E closure; only ConnectionConnectedVerified can emit success; unverified emits missing proof; regression PASS","Repeat on exact Android/Windows candidates in WO-013"
"OBS_DOD","DOD-05","P04","Logs do not block UI/runtime and overhead is measured","IMPLEMENTED_PARTIAL","I2","WO-013B dispatcher regression proves emit never waits for blocked writer; Windows in-process harness accepts 266/266 with measured payload/volume/queue limits PASS, but CPU/cold-start/connect/idle/battery remain NOT_MEASURED","Capture exact Android/Windows same-build device CPU, cold-start, connect, idle, battery and thermal deltas before I3/I4"
"OBS_DOD","DOD-06","P04","Rotation bounds Android and desktop volume","LOCALLY_PROVED","I3","WO-006 006B closure; exact 24/64 MiB policies, at-most-two files and truncated-tail recovery 13/13","Retain device/clean-VM exact-candidate cap evidence in WO-013"
"OBS_DOD","DOD-07","P04","Crash keeps breadcrumbs without secrets","LOCALLY_PROVED","I3","WO-006 006E closure; sanitized synchronous crash marker plus bounded allowlisted breadcrumbs; planted privacy/source gates PASS","Retain real crash/relaunch evidence for exact candidate in WO-013"
"OBS_DOD","DOD-08","P04","Windows service and Linux daemon export sanitized slices","LOCALLY_PROVED_SHIPPED_SCOPE","I3","WO-006J/006L; Windows service owns a closed 512-byte-line, 4096-pending-event, two-file 256-KiB-per-file journal; current MSVC Debug target and all 7 native CTests PASS after correcting the malformed CMake warning flag; Linux remains explicitly NOT_SHIPPED_IN_1.2.0","Retain exact-candidate installed-service journal ACL/rotation/readback on a clean Windows host before I4; implement Linux daemon slice only if Linux enters a future supported release scope"
"OBS_DOD","DOD-09","P04","Android release logs do not depend on logcat","LOCALLY_PROVED","I3","WO-006 006B closure; production Android Log calls removed; release source gate plus direct/store 161/161","Retain release-build/device source and runtime proof in WO-013"
"OBS_DOD","DOD-10","P04","Core emits structured safe events","LOCALLY_PROVED","I3","WO-006C; Core source, Android gomobile and Windows C callback emit only closed safe event ABI 1 fields; planted secrets, stale ordering, queue saturation, race, builds and callback smoke PASS","Exact signed candidate and physical runtime observation remain I4"
"OBS_DOD","DOD-11","P04","Planted-secret bundle test has zero leaks","LOCALLY_PROVED","I3","WO-006F; Bearer raw-config hostname/domain IP/email corpus blocks before output; focused tests PASS","Retain corpus and add ingest-side hostile archive cases in WO-006G"
"OBS_DOD","DOD-12","P04","Bundle has canonical manifest, redaction report, hashes and encryption","LOCALLY_PROVED","I3","WO-006F; canonical JSON diagnostic ID manifest redaction report per-file SHA-256 and X25519/HKDF/AES-GCM round-trip PASS","Retain deterministic contract through upload and ingest"
"OBS_DOD","DOD-13","P04","User sees bundle preview","LOCALLY_PROVED","I3","WO-006F; Support sheet shows exact summary profile ID categories files byte sizes removals and omitted optional categories before action; widget suite PASS","Bind the same preview ID and hash to upload ticket in WO-006G"
"OBS_DOD","DOD-14","P04","No plaintext ZIP fallback exists","LOCALLY_PROVED","I3","WO-006F; private prepared payload; verified-recipient-only encrypted output; no production filesystem temp ZIP or plaintext chat path; source gate PASS","Preserve encryption-only boundary in WO-006G"
"OBS_DOD","DOD-15","P04","Upload is resumable, idempotent and uses short-lived ticket","LOCALLY_PROVED","I3","WO-006 006G closure; server-authoritative sequential chunks, exact replay, interrupted-response recovery, completion retry and expiry renewal covered by platform/client tests","Retain exact deployed resume/offline transfer evidence before I4"
"OBS_DOD","DOD-16","P04","Ingest is isolated and archive-abuse resistant","LOCALLY_PROVED","I3","WO-006 006G closure; no web-process unpack/decrypt path; mounted-key worker rejects malformed layout, traversal, limits, hash drift, unsafe content and preserves encrypted quarantine","Retain deployed isolation, key custody and quarantine observation before I4"
"OBS_DOD","DOD-17","P04","L1 sees summary/timeline without bundle download","LOCALLY_PROVED","I3","WO-006 006H closure; all admins default L1; closed phase/code/attempt/build/proof/byte/hold timeline omits owner/object/token/raw fields and no L1 grant path exists; tests PASS","Retain named real L1 account and deployed response evidence before I4"
"OBS_DOD","DOD-18","P04","L2/SRE bundle access is RBAC-controlled and audited","LOCALLY_PROVED","I3","WO-006 006H closure; explicit numeric allowlist defaults empty; fixed-reason case/upload-bound 60-900s grant is actor-bound, atomic single-use and audited; ciphertext size/SHA/path/symlink checks PASS","Retain production identity approval, least-privilege directory ACL and real audited access before I4"
"OBS_DOD","DOD-19","P04","Retention jobs have tests and metrics","LOCALLY_PROVED","I3","WO-006 006H closure; eligible versus held accepted/quarantine/access-audit/health deletion and exact integer counters are covered by service plus telemetry-worker regression","Retain production scheduling, backlog/file-error alerts and applied count evidence before I4"
"OBS_DOD","DOD-20","P04","Support mode is visible, signed and TTL/volume bounded","LOCALLY_PROVED","I3","WO-006 006F/006H; visible client preview, signed recipient/policy boundary, 30-minute extended policy, 2.5-MiB upload cap and 15-minute L2 access cap covered by cross-repo contracts/tests","Retain production signing/key distribution, real volume behavior and operator TTL observation before I4"
"OBS_DOD","DOD-21","P04","Aggregate telemetry contains no domains, IPs, account or package names","LOCALLY_PROVED","I3","WO-006 006D/006H; identity-free storage and aggregate read model expose only closed build/platform/outcome/count dimensions; forbidden request fields and response keys covered by API/service tests","Retain exact deployed aggregate readback, production window and retention evidence before I4"
"OBS_DOD","DOD-22","P11","Release health separates platform, build, channel and core ABI","LOCALLY_PROVED","I3","WO-013B; release-health grouping carries app version, build number, candidate, revision, platform, architecture, channel and core ABI; operator observability 6/6 PASS","Retain exact-candidate deployed aggregate readback before I4"
"OBS_DOD","DOD-23","P11","Promotion stops on crash, connect or update regression","CANDIDATE32_SIGNED_INDEX_PRESENT_PHYSICAL_IDENTITY_ABSENT_PB14_NOT_RUN","I3","WO-013B/013BO retain the corrected source control and candidate.6 exact-build historical proof. WO-013GF binds the exact candidate.32 manifest/signature/receipt and six artifacts. WO-013GG passes the focused PB-14/rollback harness 16/16 and an isolated pointer rollback, but no exact physical installed identity, incident, cohort, deploy, runtime rollback or post-promotion health run occurs. WO-013GI makes candidate.32 the current ledger authority without transferring older runtime credit.","Install and hash-bind exact successor candidate on physical Android, then replay PB-14 and retain deployed ingest/readback, guarded runtime rollback completion and post-promotion health before I4"
"OBS_DOD","DOD-24","P11","Known issue requires version, platform and error evidence","LOCALLY_PROVED","I3","WO-013B; known-issue upsert requires app version and platform plus a canonical nonempty error code; missing and unknown codes fail closed; operator observability 6/6 PASS","Retain an exact-candidate known-issue readback before I4"
"OBS_DOD","DOD-25","P11","Diagnostics screen explains problem and offers safe action","LOCALLY_PROVED","I3","WO-010G1/WO-013B; typed diagnostics presenter resolves catalog-backed safe explanation and bounded repair/support actions, exposes evidence gaps without inventing a cause and passes focused widget/source regressions","Retain exact-candidate Android/Windows screen and action evidence before I4"
"OBS_DOD","DOD-26","P11","Support code remains useful without upload","LOCALLY_PROVED","I3","WO-013B; deterministic diag-* code remains visible and copyable with explicit no-upload guidance when encrypted delivery is unavailable; app-shell analyze and both clipboard/no-upload widget regressions PASS","Retain exact-candidate device clipboard/share and support lookup evidence before I4"
"OBS_DOD","DOD-27","P11","Network failure case includes recovery and rollback evidence","LOCALLY_PROVED","I3","WO-013B; Windows runtime fault fixtures prove complete and retryable durable rollback/network restore, while the bounded client timeline retains rollback success followed by DNS-002 failure without raw host data","Repeat one exact-candidate Android and Windows network-failure case and prove restored routes/DNS before I4"
"OBS_DOD","DOD-28","P11","Data inventory matches actual fields","LOCALLY_PROVED","I3","WO-013B; checked-in data-inventory.json is generated from and compared field-for-field with the event JSON Schema and live SQLAlchemy model columns; inventory/support/manifest 8/8 and Ruff PASS","Re-run against the frozen candidate and deployed migration state before I4"
"OBS_DOD","DOD-29","P11","Schema and error hashes are in signed manifest","CANDIDATE_PROVED_SIGNED_MANIFEST_CONTRACT_HASHES","I4","WO-006A/WO-013B/WO-013Y/WO-013AC/WO-013AE; release-index 6a1afa95 signer run 33032397754 creates candidate pokrov-1.2.0-candidate.3; independently verified Ed25519 manifest a2752b6a3b95faacf13a68edb708c560966a0f5eb8727e109d7f1603fdc81090 binds error catalog 7d3bf242777d5bf76bbebcf162e5969d3f83d7f68b2787051e1c4fddeadc3dc7 and observability schema 24ae72442f778d7f1334ae0a4bf4d774738e4de275707b29420ec733af65cc17 to exact platform eafaca3 Git objects","Retain same-byte public asset digest and post-promotion observability cohort/health readback before I5; signed/private-carrier proof is not public runtime or release proof"
"OBS_DOD","DOD-30","P11","Support docs are generated or validated against error catalog","LOCALLY_PROVED","I3","WO-013B; deterministic SUPPORT-REFERENCE.md is generated from all 117 canonical errors and --check rejects catalog version/hash/count/content drift; focused generator/manifest tests PASS","Re-run generation check on the frozen exact candidate and retain owner review before I4"
"OBS_PB","PB-01","P04","Application does not start","LOCALLY_PROVED","I3","WO-006 006E; previous-exit/bootstrap-start/UI-ready missing-evidence map and sanitized marker producer tests PASS","Retain exact-candidate crash-before-UI proof"
"OBS_PB","PB-02","P04","Login fails","LOCALLY_PROVED","I3","WO-006 006E plus WO-006J; closed auth/API mapping now has active subscription-refresh auth start/finish producer and focused client producer/analyzer proof","Retain exact-candidate auth transport/policy failure observation before I4"
"OBS_PB","PB-03","P04","Connect tap has no visible result","LOCALLY_PROVED","I3","WO-006 006E; connection intent/profile boundary and cancelled/superseded/timeout outcomes are mapped and source-tested","Retain physical-host no-result recovery evidence"
"OBS_PB","PB-04","P04","Windows privilege or service failure","LOCALLY_PROVED","I3","WO-005/006C/006E; service command events, WIN-SVC codes and safe recovery map are source-tested","Retain installed-service exact-candidate failure proof"
"OBS_PB","PB-05","P04","Connected but no internet","LOCALLY_PROVED","I3","WO-006 006E; TUN observed versus verified missing proof and egress/DNS codes are source-tested","Retain device/network reproduction in WO-013"
"OBS_PB","PB-06","P04","Some sites do not open","LOCALLY_PROVED","I3","WO-005/006E; route/MTU codes, route phase evidence and bounded safe actions are machine-tested","Add owned RU-origin reproductions in WO-012/013"
"OBS_PB","PB-07","P04","DNS leak or name-resolution failure","LOCALLY_PROVED","I3","WO-006 006E; DNS phase/proof and rollback evidence map with DNS-002..004 are source-tested","Retain physical DNS/leak proof in WO-013"
"OBS_PB","PB-08","P04","Android disconnects itself","LOCALLY_PROVED_EXACT_CANDIDATE6_LDPLAYER_CLEANUP","I3","WO-005/006C/006E plus WO-013BP; source recovery map remains. Exact signed candidate.6 LDPlayer force-stop removes service/TUN within one second and relaunches not protected without false-green; ordinary/WARP EGRESS-001 paths also stop and destroy the service","Retain physical exact-candidate OEM/network-loss/process-death reproduction and recovery before I4"
"OBS_PB","PB-09","P04","Linux does not connect","LOCALLY_PROVED","I3","WO-005/006E; machine contract explicitly reports PB-09 notShipped and exposes no fake Linux runtime actions","Keep Linux inactive unless a separately approved lane is opened"
"OBS_PB","PB-10","P04","Low speed","LOCALLY_PROVED","I3","WO-006 006E plus WO-006J; Protection Center emits bounded start/finish performance samples from typed Core/TUN live counters; one-second-equivalent rates and unavailable-counter failure are focused-tested","Retain exact-candidate device/network performance observation and overhead evidence before I4"
"OBS_PB","PB-11","P04","Update does not install","LOCALLY_PROVED","I3","WO-005/006E; active update check/install events and UPD/AND-UPD codes are source-tested","Retain exact direct/store/Windows candidate failure proof"
"OBS_PB","PB-12","P04","Payment completed but access is missing","LOCALLY_PROVED","I3","WO-006 006E plus WO-006J; active subscription refresh emits entitlement start/finish and closed ENT/API failure codes while immutable server order remains authority; focused producer and shell analyzer pass","Retain exact-candidate payment-to-entitlement reconciliation observation before I4"
"OBS_PB","PB-13","P04","Support bundle does not send","LOCALLY_PROVED","I3","WO-006 006E plus WO-006J; diagnostics and support-chat encrypted delivery emit start/finish with closed SUP mappings; encrypted outbox/polling 7 tests and producer path 3 tests pass; no plaintext fallback","Retain exact-candidate offline/resume/server upload observation before I4"
"OBS_PB","PB-14","P04","Mass incident after release","CANDIDATE32_SIGNED_INDEX_PRESENT_PHYSICAL_IDENTITY_ABSENT_PREFLIGHT_NOT_RUN","I3","WO-006/006J/013BO retain the corrected release-health/action-intent control and historical candidate.6 proof. WO-013GF binds the exact candidate.32 manifest/signature/receipt and six artifacts. WO-013GG passes the focused PB-14/rollback harness 16/16 and an isolated pointer rollback; physical_phone_install_binding, a live candidate.32 cohort, external switch, deployed readback and runtime rollback remain NOT_RUN. WO-013GI updates only the current signed-candidate authority.","Install and hash-bind exact successor candidate on physical Android, then replay PB-14 with a real successor candidate cohort, deployed ingest/readback, guarded runtime rollback completion and post-promotion health before I4"
"OC","OC-000","P07","Canonicalize Operator Center and freeze legacy admin expansion","LOCALLY_PROVED","I3","WO-009 009A closure; checked-in operator-center.manifest.json makes adminapp/admin.pokrov.space canonical, freezes 17 current routes, maps them and 3 unique webadmin capabilities into exactly 7 workspaces, and forbids new legacy features/dual-write; manifest regression, production build and 60 E2E PASS","Identify exact public legacy bundle and retain authenticated candidate/cutover proof before I4"
"OC","OC-100","P07","Identity and session","LOCALLY_PROVED","I3","WO-009J; purpose-bound Telegram OIDC Authorization Code plus PKCE keeps the verifier in a dedicated signed HttpOnly transaction cookie, accepts only a preprovisioned active operator and environment role, supports same-identity OIDC step-up, retains CSRF/expiry/inventory/logout and permits explicit legacy bootstrap/step-up disablement; backend/OpenAPI/AdminApp proof PASS","Register the exact admin redirect in BotFather, migrate and provision real operators, set ADMIN_OPERATOR_LEGACY_BOOTSTRAP_ENABLED=false, and retain exact-candidate authenticated login/step-up/session inventory/logout/audit readback before I4"
"OC","OC-110","P07","RBAC","LOCALLY_PROVED","I3","WO-009I closure; exact retained-bridge permissions, permission-filtered search, query-suppressed field redaction, explicit support-diagnostics boundary, retained JIT/break-glass review and domain high-risk plus real step-up route/browser tests PASS","Prove exact-candidate authenticated production IdP/step-up, real role assignment/readback and retained audit evidence before I4"
"OC","OC-120","P07","Admin API v2","LOCALLY_PROVED","I3","WO-009D..009J; 75 live v2 method/path operations have deterministic OpenAPI, exact permission/cookie/CSRF metadata including the OIDC transaction cookie, generated TypeScript request contracts, strict Pydantic JSON envelopes, two explicit binary responses, bounded list/offset queries and a fail-closed browser route/envelope boundary; current semantic digest beebbea12e3c5168d0bb54cd96e752aeebf7768df15f5194d5f22bb94669531c","Retain a clean hosted generation check, publish the exact-candidate schema artifact and capture authenticated staging/production readback with exact revision/digest before I4"
"OC","OC-130","P07","CI and deploy identity","LOCALLY_PROVED","I3","WO-009 009A closure; deterministic __build.json/__routes.json hash 976030111b170e399639d1412403bd4c6dfe7c5581e8a79fd212e34875d48d2f, required adminapp lint/build/full E2E guardrail, static deploy identity rejection/smoke and rollback-pointer contract; local build, 60 E2E and plan-only PASS","Require hosted CI and retain exact public candidate/readback plus real rollback drill before I4"
"OC","OC-140","P07","Design system and shell","VERIFIED","I3","WO-009C local proof: seven active workspace entries plus 17 frozen capability routes; desktop rail/tablet drawer/bounded mobile nav; joined build/API/session identity with mismatch alert; explicit route refresh registry; last-good degradation; 26-page build and 63 Playwright tests","Retain exact-candidate authenticated accessibility/responsive/performance proof for WO-009G before I4"
"OC","OC-200","P07","My Shift work queue","LOCALLY_PROVED","I3","WO-009D closure; additive versioned OperatorTask plus environment-scoped mine/team/unassigned and six attention queues; v2 API and browser transition tests PASS","Retain authenticated exact-candidate/public-environment evidence before I4"
"OC","OC-210","P07","Incident lifecycle","LOCALLY_PROVED","I3","WO-009D closure; single ServiceIncident authority extended with optimistic workflow owner impact timeline links runbook comms postmortem and follow-ups; API/UI/migration tests PASS","Retain production migration and exact-candidate incident drill before I4"
"OC","OC-220","P07","Alert to incident","LOCALLY_PROVED","I3","WO-009D closure; explicit versioned ack false-positive link-existing and create-incident action-intent policies plus Alerts/Incident Room UI; backend and Playwright tests PASS","Retain authenticated deployed alert-to-incident drill before I4"
"OC","OC-230","P07","Compensation migration","LOCALLY_PROVED","I3","WO-009D closure; L3 action-intent delegates to existing idempotent incident/account compensation authority with step-up and replay proof; no second grant path","Retain authorized staging/production compensation rehearsal before I4; no real grant was issued"
"OC","OC-300","P07","Ticket backend","LOCALLY_PROVED","I3","WO-009E; additive ticket workflow/version/message-visibility migrations, shared repo authority, environment-safe incident projection, canonical account ownership and backend/API regression 131 passed","Retain production migration and authenticated exact-candidate readback before I4"
"OC","OC-310","P07","Support Inbox","LOCALLY_PROVED","I3","WO-009E; server-owned queue/detail, SLA/assignment/macros/internal notes and guarded version-bound workflows; Playwright 66/66","Retain authenticated staging/production workflow and rollback evidence before I4"
"OC","OC-320","P07","User 360 v2","LOCALLY_PROVED","I3","WO-009E; opaque account/install/session/attempt projections with observer and ticket context; API privacy tests pass","Retain authenticated production readback and operator validation before I4"
"OC","OC-330","P07","Diagnostic fingerprints","LOCALLY_PROVED","I3","WO-009E; allowlisted Event adapter, bounded fingerprints and sensitive correlated-attempt explorer; raw-field leak tests pass","Retain exact-candidate client/runtime diagnostic evidence before I4"
"OC","OC-340","P07","Client diagnostics wiring","LOCALLY_PROVED","I3","WO-009E; User 360 consumes Event Envelope, observer and support-bundle summary without raw meta or custody change; full local gates pass","Retain active-client plus authenticated deployed end-to-end evidence before I4"
"OC","OC-400","P07","Network fleet","LOCALLY_PROVED","I3","WO-009F1; environment-scoped fleet, traffic and alert read models expose authority/freshness without host, panel, subnet or raw provider notes; v2 API/privacy regressions pass","Retain authenticated exact-candidate production readback and operator validation before I4"
"OC","OC-410","P07","Node 360","LOCALLY_PROVED","I3","WO-009F1; canonical Node 360 projection and node action-intent policies use existing observability/network authorities with optimistic context and L3 step-up where required","Retain real node/source-age readback and separately authorized safe command evidence before I4"
"OC","OC-420","P07","RU, emergency and provider views","LOCALLY_PROVED","I3","WO-009F1; RU runs/latest/uploader, emergency catalog and redacted provider views migrated to v2; invalid RU configuration degrades explicitly; all network writes use action intent","Retain RU-origin, provider-dashboard, authenticated deployed and rollback evidence before I4"
"OC","OC-430","P07","Payments reconciliation","LOCALLY_PROVED","I3","WO-009F2; production-only v2 summary/list/payment-360 preserves order/callback/claim/grant/outbox lineage and redaction; guarded reconcile plus full relevant backend and browser regressions PASS","Retain authenticated exact-candidate provider/order/readback evidence before I4; no real payment repair was executed"
"OC","OC-440","P07","Access, promos and programs","LOCALLY_PROVED","I3","WO-009F2; v2 access/FREE/promo/bonus/program reads, one-time L3 code display and version-bound atomic idempotent program reward are implemented; lint/build, API and full Playwright regressions PASS","Retain authenticated exact-candidate access/promo/program mutation and readback evidence before I4; no production action was executed"
"OC","OC-500","P07","Release model","LOCALLY_PROVED","I3","WO-009F3 closure; v2 cockpit binds exact candidate/component revisions and artifact hashes to separate current/brain/RU evidence, 11 diagnostic gates and known issues; backend/UI regressions PASS","Retain exact-candidate authenticated staging/production cockpit readback before I4"
"OC","OC-510","P07","Version adoption and regression","LOCALLY_PROVED","I3","WO-009F3 closure; privacy-bounded platform/version adoption, release-health delta and version-bound support delta are composed from existing authorities and locally tested","Retain observation-window runtime cohort, support and regression evidence for the exact candidate before I4"
"OC","OC-520","P07","Rollout controls","LOCALLY_PROVED","I3","WO-009F3 closure; evidence-gated start, percent change, pause, retained-state rollback, minimum version and health-gated observation close use one stored Action Intent registry; public app APIs fail closed","Exercise authorized exact-candidate staged rollout, public readback and real external artifact rollback before I4"
"OC","OC-530","P07","Messaging","LOCALLY_PROVED","I3","WO-009F3 closure; v2 broadcast delivery/news/live-update reads and guarded growth intents preserve aggregate delivery and source-draft lineage without a second browser write path","Retain authenticated runtime send/status/publication evidence with recipient-safe delivery outcomes before I4"
"OC","OC-540","P07","Client and core evidence","LOCALLY_PROVED","I3","WO-009F3 closure; cockpit composes imported client/core components, exact revisions/artifacts, release gates, privacy-bounded operational health and support evidence; integration/browser tests PASS","Bind real Android/Windows/core artifacts, signing, device and RU-origin evidence to the exact RC before I4"
"OC","OC-600","P07","Operators","LOCALLY_PROVED","I3","WO-009F4; v2 role catalog and environment-scoped operator/session reads; standing/JIT/break-glass grants, revoke, suspend/activate, session revoke and access review use step-up-protected stored Action Intent; expiry authorization plus self-change, temporal-superadmin, pending-review and last-superadmin guards are locally tested","Retain hosted CI and exact-candidate real-environment role/session/JIT/break-glass matrix before I4; no production role mutation is claimed"
"OC","OC-610","P07","Audit explorer","LOCALLY_PROVED","I3","WO-009F4; permissioned bounded explorer and spreadsheet-safe CSV, self-audited export/sensitive reads, redacted support-bundle access, environment-isolated command lineage and same-transaction compatibility/operator command audit; backend and browser regressions PASS","Retain authenticated staging/production identity, sensitive-access and command-lineage readback for the exact candidate before I4"
"OC","OC-620","P07","Privacy and retention","LOCALLY_PROVED","I3","WO-009F4; live raw-table cutoffs/backlogs, antiabuse raw/full/prefix HMAC nulling policy/backlogs, diagnostic-bundle TTL/hold/backlog and explicit field inventory are exposed through v2 and rendered in governance UI; privacy/API/E2E regressions PASS","Retain hosted retention-worker cadence/backlog/file-error evidence and exact-candidate production field review before I4"
"OC","OC-630","P07","Production proof","VERIFIED","I1","WO-009G; exact route/API/cutover fingerprints, authenticated smoke requirements, fail-closed external gates and rollback preconditions are machine encoded and locally verified; backend 88/88, adminapp lint, cutover verifier and Playwright 72/72 PASS","Exact-candidate authenticated staging/production readback, retained screenshots, current/brain/RU origin evidence and real rollback remain BLOCKED_BY_ACCESS/NOT_RUN"
"OC","OC-640","P07","Legacy retirement","IMPLEMENTED_PARTIAL","I2","WO-009G; 28 canonical routes across seven workspaces have no legacy route state; four browser reads and referral mutation moved to v2; five retained legacy read patterns are inventoried read-only; no dual write; redirect/removal and atomic rollback tooling implemented","Do not redirect or remove public legacy shell until exact-candidate auth parity; execute and retain real static rollback before I3/I4"
"FE_BUG","P0-CONN-001","P02","Disconnect visually becomes reconnect","LOCALLY_PROVED","I3","WO-004A; explicit disconnect/reconnect intents and disc phases; connection and app-shell tests PASS","Retain native and exact-candidate proof in Phase 11"
"FE_BUG","P0-CONN-002","P02","Duplicate haptic feedback","LOCALLY_PROVED","I3","WO-004A; ConnectionHapticCoordinator; one-tap/bounded-outcome tests; app-shell gate PASS","Retain native and exact-candidate proof in Phase 11"
"FE_BUG","P0-CONN-003","P02","CTA and runtime state diverge","LOCALLY_PROVED","I3","WO-004A; shared ConnectionPresentation drives CTA/copy/tone/semantics/disc; app-shell gate PASS","Retain native and exact-candidate proof in Phase 11"
"FE","P12-001","P02","ConnectionExperienceState from one snapshot","LOCALLY_PROVED","I3","WO-004A; sealed reducer from RuntimeSnapshot and explicit intent; focused and full client gates PASS","Retain native and exact-candidate proof in Phase 11"
"FE","P12-002","P02","STOPPING always renders Disconnecting","LOCALLY_PROVED","I3","WO-004A; disconnect intent maps only to Disconnecting; transition tests PASS","Retain native and exact-candidate proof in Phase 11"
"FE","P12-003","P02","Haptic deduplication","LOCALLY_PROVED","I3","WO-004A; one action tap and at most one verified/error outcome; tests PASS","Retain native and exact-candidate proof in Phase 11"
"FE","P12-004","P02","Single ConnectionPresenter","LOCALLY_PROVED","I3","WO-004A; Home/Profile/Support consume ConnectionPresentation; parallel status-copy helpers removed; app-shell gate PASS","Retain native and exact-candidate proof in Phase 11"
"FE","P12-005","P02","Legal and illegal transition matrix tests","LOCALLY_PROVED","I3","WO-004A; exhaustive phase-pair matrix test; connection_experience_test 9 passed","Retain native and exact-candidate proof in Phase 11"
"FE","P12-006","P08","First-session coordinator","LOCALLY_PROVED","I3","WO-010C1; one coordinator owns trial/restore/acquisition/permission/first-open/home/verified-connect state; restart and idempotency tests PASS; complete app-shell suite 356/356 PASS","Retain exact-candidate Android/Windows first-session evidence before I4"
"FE","P12-007","P08","VPN permission explainer and recovery","LOCALLY_PROVED","I3","WO-010C1; pre-permission explanation runs immediately before Android host connect, dismissal does not connect, denial exposes explicit Home recovery; Flutter 8/8 and Android JVM contract PASS","Retain physical Android permission grant/deny/retry evidence for the exact candidate before I4"
"FE","P12-008","P08","Acquisition continuity after failed handoff","LOCALLY_PROVED","I3","WO-010C1; opaque host-bound handoff is ephemeral and deduplicated, invalid/expired consumption never hides or blocks trial/restore; focused widgets 3/3 and app-shell 356/356 PASS","Retain an exact installed-artifact marketing-to-app handoff before I4"
