canonical_id,subsystem,source_tracker,source_story_id,surface,route_or_trigger,feature,user_story,expected_behavior,code_evidence,canon_guardrails,test_method,story_status,latest_result,defects_or_issues,fix_status,retest_status,owner_or_access_note,next_action,updated_at
BACKEND-API-069,Backend API,generated from portal_bot/api.py route decorators,API-069,Bonuses and rewards,POST /api/bonuses/wheel/spin,Bonuses and rewards,"As a authenticated user, I can submit `POST /api/bonuses/wheel/spin` so the bonuses and rewards workflow works through the canonical POKROV backend.","Return or mutate bonus, referral, wheel, calendar, channel, and promo rewards only after eligibility checks and feature gates. Route: `POST /api/bonuses/wheel/spin` handled by `bonuses_wheel_spin`.",portal_bot/api_surface_routes.py:1942,"Use POKROV canon, app-first identity, no secrets, no unsupported store/stable/RU/payment claims.",Route-family evidence mapped from tests. Test refs: C:\Users\kiwun\Documents\ai\POKROV-app\packages\app_shell\test\app_first_runtime_bootstrap_test.dart; C:\Users\kiwun\Documents\ai\POKROV-app\packages\app_shell\test\pokrov_seed_app_test.dart; portal_bot\tests\test_app_first_api.py,Retest passed,"ROOT-PYTEST-001/BACKEND-GAPS-001, CLIENT-TEST-001 passed after route-family mapping; direct test refs found for this route or route family.",,No code fix required in this pass.,Retested in existing automated suite; add narrower route test when behavior changes.,Live/deploy/provider/device/RU checks remain separate and must be labelled PASS/FAIL/BLOCKED_BY_ACCESS/NOT_REQUESTED when applicable.,Keep covered in regression suite; add narrower route test when behavior changes.,2026-06-27
BACKEND-API-070,Backend API,generated from portal_bot/api.py route decorators,API-070,Bonuses and rewards,GET /api/bonuses/calendar,Bonuses and rewards,"As a authenticated user, I can read `GET /api/bonuses/calendar` so the bonuses and rewards workflow works through the canonical POKROV backend.","Return or mutate bonus, referral, wheel, calendar, channel, and promo rewards only after eligibility checks and feature gates. Route: `GET /api/bonuses/calendar` handled by `bonuses_calendar`.",portal_bot/api_surface_routes.py:2001,"Use POKROV canon, app-first identity, no secrets, no unsupported store/stable/RU/payment claims.",Route-family evidence mapped from tests. Test refs: C:\Users\kiwun\Documents\ai\POKROV-app\packages\app_shell\test\app_first_runtime_bootstrap_test.dart; C:\Users\kiwun\Documents\ai\POKROV-app\packages\app_shell\test\pokrov_seed_app_test.dart; portal_bot\tests\test_app_first_api.py,Retest passed,"ROOT-PYTEST-001/BACKEND-GAPS-001, CLIENT-TEST-001 passed after route-family mapping; direct test refs found for this route or route family.",,No code fix required in this pass.,Retested in existing automated suite; add narrower route test when behavior changes.,Live/deploy/provider/device/RU checks remain separate and must be labelled PASS/FAIL/BLOCKED_BY_ACCESS/NOT_REQUESTED when applicable.,Keep covered in regression suite; add narrower route test when behavior changes.,2026-06-27
BACKEND-API-071,Backend API,generated from portal_bot/api.py route decorators,API-071,Bonuses and rewards,POST /api/bonuses/calendar/checkin,Bonuses and rewards,"As a authenticated user, I can submit `POST /api/bonuses/calendar/checkin` so the bonuses and rewards workflow works through the canonical POKROV backend.","Return or mutate bonus, referral, wheel, calendar, channel, and promo rewards only after eligibility checks and feature gates. Route: `POST /api/bonuses/calendar/checkin` handled by `bonuses_calendar_checkin`.",portal_bot/api_surface_routes.py:2015,"Use POKROV canon, app-first identity, no secrets, no unsupported store/stable/RU/payment claims.",Route-family evidence mapped from tests. Test refs: C:\Users\kiwun\Documents\ai\POKROV-app\packages\app_shell\test\app_first_runtime_bootstrap_test.dart; C:\Users\kiwun\Documents\ai\POKROV-app\packages\app_shell\test\pokrov_seed_app_test.dart; portal_bot\tests\test_app_first_api.py,Retest passed,"ROOT-PYTEST-001/BACKEND-GAPS-001, CLIENT-TEST-001 passed after route-family mapping; direct test refs found for this route or route family.",,No code fix required in this pass.,Retested in existing automated suite; add narrower route test when behavior changes.,Live/deploy/provider/device/RU checks remain separate and must be labelled PASS/FAIL/BLOCKED_BY_ACCESS/NOT_REQUESTED when applicable.,Keep covered in regression suite; add narrower route test when behavior changes.,2026-06-27
BACKEND-API-072,Backend API,generated from portal_bot/api.py route decorators,API-072,Bonuses and rewards,POST /api/channel/subscriber/check,Bonuses and rewards,"As a authenticated user, I can submit `POST /api/channel/subscriber/check` so the bonuses and rewards workflow works through the canonical POKROV backend.","Return or mutate bonus, referral, wheel, calendar, channel, and promo rewards only after eligibility checks and feature gates. Route: `POST /api/channel/subscriber/check` handled by `channel_subscriber_check`.",portal_bot/api_surface_routes.py:2079,"Use POKROV canon, app-first identity, no secrets, no unsupported store/stable/RU/payment claims.",Route-family evidence mapped from tests. Test refs: C:\Users\kiwun\Documents\ai\POKROV-app\packages\app_shell\test\app_first_runtime_bootstrap_test.dart; portal_bot\tests\test_app_first_api.py; webapp\e2e\cabinet-flow.spec.ts; webapp\e2e\settings-email-link.spec.ts,Retest passed,"ROOT-PYTEST-001/BACKEND-GAPS-001, WEBAPP-E2E-001/WEBAPP-AUTH-001, CLIENT-TEST-001 passed after route-family mapping; direct test refs found for this route or route family.",,No code fix required in this pass.,Retested in existing automated suite; add narrower route test when behavior changes.,Live/deploy/provider/device/RU checks remain separate and must be labelled PASS/FAIL/BLOCKED_BY_ACCESS/NOT_REQUESTED when applicable.,Keep covered in regression suite; add narrower route test when behavior changes.,2026-06-27
BACKEND-API-073,Backend API,generated from portal_bot/api.py route decorators,API-073,Bonuses and rewards,POST /api/bonuses/channel/claim,Bonuses and rewards,"As a authenticated user, I can submit `POST /api/bonuses/channel/claim` so the bonuses and rewards workflow works through the canonical POKROV backend.","Return or mutate bonus, referral, wheel, calendar, channel, and promo rewards only after eligibility checks and feature gates. Route: `POST /api/bonuses/channel/claim` handled by `claim_channel_bonus`.",portal_bot/api_surface_routes.py:2105,"Use POKROV canon, app-first identity, no secrets, no unsupported store/stable/RU/payment claims.",Route-family evidence mapped from tests. Test refs: C:\Users\kiwun\Documents\ai\POKROV-app\packages\app_shell\test\app_first_runtime_bootstrap_test.dart; portal_bot\tests\test_app_first_api.py; tests\test_api_auth_and_tickets.py; tests\test_api_lifecycle_smoke.py; webapp\e2e\cabinet-flow.spec.ts,Retest passed,"ROOT-PYTEST-001/BACKEND-GAPS-001, WEBAPP-E2E-001/WEBAPP-AUTH-001, CLIENT-TEST-001 passed after route-family mapping; direct test refs found for this route or route family.",,No code fix required in this pass.,Retested in existing automated suite; add narrower route test when behavior changes.,Live/deploy/provider/device/RU checks remain separate and must be labelled PASS/FAIL/BLOCKED_BY_ACCESS/NOT_REQUESTED when applicable.,Keep covered in regression suite; add narrower route test when behavior changes.,2026-06-27
BACKEND-API-074,Backend API,generated from portal_bot/api.py route decorators,API-074,Redeem and activation keys,POST /api/promo/redeem,Redeem and activation keys,"As a authenticated user, I can submit `POST /api/promo/redeem` so the redeem and activation keys workflow works through the canonical POKROV backend.","Validate, redeem, or check access/gift/promo keys while rejecting raw subscription/proxy links and preserving rate limits/idempotency. Route: `POST /api/promo/redeem` handled by `promo_redeem`.",portal_bot/api_surface_routes.py:2134,"Use POKROV canon, app-first identity, no secrets, no unsupported store/stable/RU/payment claims. Raw subscription/proxy links must not be accepted as redeem codes.",Route-family evidence mapped from tests. Test refs: tests\test_api_auth_and_tickets.py; tests\test_api_lifecycle_smoke.py,Retest passed,ROOT-PYTEST-001/BACKEND-GAPS-001 passed after route-family mapping; direct test refs found for this route or route family.,,No code fix required in this pass.,Retested in existing automated suite; add narrower route test when behavior changes.,Live/deploy/provider/device/RU checks remain separate and must be labelled PASS/FAIL/BLOCKED_BY_ACCESS/NOT_REQUESTED when applicable.,Keep covered in regression suite; add narrower route test when behavior changes.,2026-06-27
BACKEND-API-075,Backend API,generated from portal_bot/api.py route decorators,API-075,Bonuses and rewards,POST /api/bonuses/promo/redeem,Bonuses and rewards,"As a authenticated user, I can submit `POST /api/bonuses/promo/redeem` so the bonuses and rewards workflow works through the canonical POKROV backend.","Return or mutate bonus, referral, wheel, calendar, channel, and promo rewards only after eligibility checks and feature gates. Route: `POST /api/bonuses/promo/redeem` handled by `bonuses_promo_redeem`.",portal_bot/api_surface_routes.py:2255,"Use POKROV canon, app-first identity, no secrets, no unsupported store/stable/RU/payment claims.",Route-family evidence mapped from tests. Test refs: portal_bot\tests\test_app_first_api.py,Retest passed,ROOT-PYTEST-001/BACKEND-GAPS-001 passed after route-family mapping; direct test refs found for this route or route family.,,No code fix required in this pass.,Retested in existing automated suite; add narrower route test when behavior changes.,Live/deploy/provider/device/RU checks remain separate and must be labelled PASS/FAIL/BLOCKED_BY_ACCESS/NOT_REQUESTED when applicable.,Keep covered in regression suite; add narrower route test when behavior changes.,2026-06-27
BACKEND-API-076,Backend API,generated from portal_bot/api.py route decorators,API-076,Redeem and activation keys,POST /api/gift/redeem,Redeem and activation keys,"As a authenticated user, I can submit `POST /api/gift/redeem` so the redeem and activation keys workflow works through the canonical POKROV backend.","Validate, redeem, or check access/gift/promo keys while rejecting raw subscription/proxy links and preserving rate limits/idempotency. Route: `POST /api/gift/redeem` handled by `gift_redeem`.",portal_bot/api_surface_routes.py:2270,"Use POKROV canon, app-first identity, no secrets, no unsupported store/stable/RU/payment claims. Raw subscription/proxy links must not be accepted as redeem codes.",Route-family evidence mapped from tests. Test refs: tests\test_api_auth_and_tickets.py; tests\test_api_lifecycle_smoke.py,Retest passed,ROOT-PYTEST-001/BACKEND-GAPS-001 passed after route-family mapping; direct test refs found for this route or route family.,,No code fix required in this pass.,Retested in existing automated suite; add narrower route test when behavior changes.,Live/deploy/provider/device/RU checks remain separate and must be labelled PASS/FAIL/BLOCKED_BY_ACCESS/NOT_REQUESTED when applicable.,Keep covered in regression suite; add narrower route test when behavior changes.,2026-06-27
BACKEND-API-077,Backend API,generated from portal_bot/api.py route decorators,API-077,Redeem and activation keys,GET /api/access-keys/status/{key},Redeem and activation keys,"As a authenticated user, I can read `GET /api/access-keys/status/{key}` so the redeem and activation keys workflow works through the canonical POKROV backend.","Validate, redeem, or check access/gift/promo keys while rejecting raw subscription/proxy links and preserving rate limits/idempotency. Route: `GET /api/access-keys/status/{key}` handled by `access_key_status`.",portal_bot/api_surface_routes.py:2349,"Use POKROV canon, app-first identity, no secrets, no unsupported store/stable/RU/payment claims. Raw subscription/proxy links must not be accepted as redeem codes.",Route-family evidence mapped from tests. Test refs: portal_bot\tests\test_app_first_api.py; webapp\e2e\admin-gate.spec.ts,Retest passed,"ROOT-PYTEST-001/BACKEND-GAPS-001, WEBAPP-E2E-001/WEBAPP-AUTH-001 passed after route-family mapping; direct test refs found for this route or route family.",,No code fix required in this pass.,Retested in existing automated suite; add narrower route test when behavior changes.,Live/deploy/provider/device/RU checks remain separate and must be labelled PASS/FAIL/BLOCKED_BY_ACCESS/NOT_REQUESTED when applicable.,Keep covered in regression suite; add narrower route test when behavior changes.,2026-06-27
BACKEND-API-078,Backend API,generated from portal_bot/api.py route decorators,API-078,Redeem and activation keys,POST /api/access-keys/redeem,Redeem and activation keys,"As a authenticated user, I can submit `POST /api/access-keys/redeem` so the redeem and activation keys workflow works through the canonical POKROV backend.","Validate, redeem, or check access/gift/promo keys while rejecting raw subscription/proxy links and preserving rate limits/idempotency. Route: `POST /api/access-keys/redeem` handled by `access_key_redeem`.",portal_bot/api_surface_routes.py:2516,"Use POKROV canon, app-first identity, no secrets, no unsupported store/stable/RU/payment claims. Raw subscription/proxy links must not be accepted as redeem codes.",Route-family evidence mapped from tests. Test refs: tests\test_api_auth_and_tickets.py,Retest passed,ROOT-PYTEST-001/BACKEND-GAPS-001 passed after route-family mapping; direct test refs found for this route or route family.,,No code fix required in this pass.,Retested in existing automated suite; add narrower route test when behavior changes.,Live/deploy/provider/device/RU checks remain separate and must be labelled PASS/FAIL/BLOCKED_BY_ACCESS/NOT_REQUESTED when applicable.,Keep covered in regression suite; add narrower route test when behavior changes.,2026-06-27
BACKEND-API-079,Backend API,generated from portal_bot/api.py route decorators,API-079,Redeem and activation keys,POST /api/redeem,Redeem and activation keys,"As a authenticated user, I can submit `POST /api/redeem` so the redeem and activation keys workflow works through the canonical POKROV backend.","Validate, redeem, or check access/gift/promo keys while rejecting raw subscription/proxy links and preserving rate limits/idempotency. Route: `POST /api/redeem` handled by `unified_redeem`.",portal_bot/api_surface_routes.py:2531,"Use POKROV canon, app-first identity, no secrets, no unsupported store/stable/RU/payment claims. Raw subscription/proxy links must not be accepted as redeem codes.",Route-family evidence mapped from tests. Test refs: C:\Users\kiwun\Documents\ai\POKROV-app\packages\app_shell\test\app_first_runtime_bootstrap_test.dart; portal_bot\tests\test_app_first_api.py,Retest passed,"ROOT-PYTEST-001/BACKEND-GAPS-001, CLIENT-TEST-001 passed after route-family mapping; direct test refs found for this route or route family.",,No code fix required in this pass.,Retested in existing automated suite; add narrower route test when behavior changes.,Live/deploy/provider/device/RU checks remain separate and must be labelled PASS/FAIL/BLOCKED_BY_ACCESS/NOT_REQUESTED when applicable.,Keep covered in regression suite; add narrower route test when behavior changes.,2026-06-27
BACKEND-API-080,Backend API,generated from portal_bot/api.py route decorators,API-080,Cabinet handoff,POST /api/client/cabinet-token,Cabinet handoff,"As an operator, I can update `POST /api/client/cabinet-token` so the cabinet handoff workflow works through the canonical POKROV backend.","Exchange one-time app handoff tokens for cabinet sessions, issue safe short-lived cabinet tokens, remove replayed/expired tokens, and honor only safe target paths. Route: `POST /api/client/cabinet-token` handled by `client_cabinet_token`.",portal_bot/api_surface_routes.py:2632,"Use POKROV canon, app-first identity, no secrets, no unsupported store/stable/RU/payment claims. Admin web surface is primary operator UI; rollout changes must stay auditable and rollback-safe.",Route-family evidence mapped from tests. Test refs: C:\Users\kiwun\Documents\ai\POKROV-app\packages\app_shell\test\app_first_runtime_bootstrap_test.dart; portal_bot\tests\test_app_first_api.py,Retest passed,"ROOT-PYTEST-001/BACKEND-GAPS-001, CLIENT-TEST-001 passed after route-family mapping; direct test refs found for this route or route family.",,No code fix required in this pass.,Retested in existing automated suite; add narrower route test when behavior changes.,Live/deploy/provider/device/RU checks remain separate and must be labelled PASS/FAIL/BLOCKED_BY_ACCESS/NOT_REQUESTED when applicable.,Keep covered in regression suite; add narrower route test when behavior changes.,2026-06-27
BACKEND-API-081,Backend API,generated from portal_bot/api.py route decorators,API-081,Cabinet handoff,POST /api/auth/cabinet-handoff/exchange,Cabinet handoff,"As a cabinet user, I can submit `POST /api/auth/cabinet-handoff/exchange` so the cabinet handoff workflow works through the canonical POKROV backend.","Exchange one-time app handoff tokens for cabinet sessions, remove replayed/expired tokens, and honor only safe target paths. Route: `POST /api/auth/cabinet-handoff/exchange` handled by `auth_cabinet_handoff_exchange`.",portal_bot/api_surface_routes.py:2691,"Use POKROV canon, app-first identity, no secrets, no unsupported store/stable/RU/payment claims.",Route-family evidence mapped from tests. Test refs: portal_bot\tests\test_app_first_api.py; webapp\e2e\cabinet-flow.spec.ts,Retest passed,"ROOT-PYTEST-001/BACKEND-GAPS-001, WEBAPP-E2E-001/WEBAPP-AUTH-001 passed after route-family mapping; direct test refs found for this route or route family.",,No code fix required in this pass.,Retested in existing automated suite; add narrower route test when behavior changes.,Live/deploy/provider/device/RU checks remain separate and must be labelled PASS/FAIL/BLOCKED_BY_ACCESS/NOT_REQUESTED when applicable.,Keep covered in regression suite; add narrower route test when behavior changes.,2026-06-27
BACKEND-API-082,Backend API,generated from portal_bot/api.py route decorators,API-082,Public content and social proof,POST /api/reviews,Public content and social proof,"As a public visitor or marketing surface, I can submit `POST /api/reviews` so the public content and social proof workflow works through the canonical POKROV backend.","Return only public-safe catalog, plan, update, review, or social-proof data with no private account state and no unsupported release/payment claims. Route: `POST /api/reviews` handled by `create_review`.",portal_bot/api_surface_routes.py:2812,"Use POKROV canon, app-first identity, no secrets, no unsupported store/stable/RU/payment claims. Visible VPN wording is allowed on genuine SEO/search-intent surfaces; hidden/cloaked/stuffed copy is forbidden.",Route-family evidence mapped from tests. Test refs: tests\test_api_p0_extensions.py; tests\test_public_copy_guardrails.py; tests\test_reviews_username_masking.py,Retest passed,ROOT-PYTEST-001/BACKEND-GAPS-001 passed after route-family mapping; direct test refs found for this route or route family.,,No code fix required in this pass.,Retested in existing automated suite; add narrower route test when behavior changes.,Live/deploy/provider/device/RU checks remain separate and must be labelled PASS/FAIL/BLOCKED_BY_ACCESS/NOT_REQUESTED when applicable.,Keep covered in regression suite; add narrower route test when behavior changes.,2026-06-27
BACKEND-API-083,Backend API,generated from portal_bot/api.py route decorators,API-083,Public content and social proof,POST /api/feedback,Public content and social proof,"As a public visitor or marketing surface, I can submit `POST /api/feedback` so the public content and social proof workflow works through the canonical POKROV backend.","Return only public-safe catalog, plan, update, review, or social-proof data with no private account state and no unsupported release/payment claims. Route: `POST /api/feedback` handled by `create_feedback`.",portal_bot/api_surface_routes.py:2838,"Use POKROV canon, app-first identity, no secrets, no unsupported store/stable/RU/payment claims. Visible VPN wording is allowed on genuine SEO/search-intent surfaces; hidden/cloaked/stuffed copy is forbidden.",Route-family evidence mapped from tests. Test refs: tests\test_api_p0_extensions.py,Retest passed,ROOT-PYTEST-001/BACKEND-GAPS-001 passed after route-family mapping; direct test refs found for this route or route family.,,No code fix required in this pass.,Retested in existing automated suite; add narrower route test when behavior changes.,Live/deploy/provider/device/RU checks remain separate and must be labelled PASS/FAIL/BLOCKED_BY_ACCESS/NOT_REQUESTED when applicable.,Keep covered in regression suite; add narrower route test when behavior changes.,2026-06-27
BACKEND-API-084,Backend API,generated from portal_bot/api.py route decorators,API-084,Support ticket lifecycle,GET /api/tickets,Support ticket lifecycle,"As a support user, I can read `GET /api/tickets` so the support ticket lifecycle workflow works through the canonical POKROV backend.","Create, list, upload, read, or append ticket messages only for the authenticated user, with attachment metadata and no private access leakage. Route: `GET /api/tickets` handled by `get_tickets`.",portal_bot/api_surface_routes.py:2873,"Use POKROV canon, app-first identity, no secrets, no unsupported store/stable/RU/payment claims.",Route-family evidence mapped from tests. Test refs: C:\Users\kiwun\Documents\ai\POKROV-app\packages\app_shell\test\app_first_runtime_bootstrap_test.dart; C:\Users\kiwun\Documents\ai\POKROV-app\packages\app_shell\test\assistant_contract_test.dart; portal_bot\tests\test_app_first_api.py; tests\test_api_auth_and_tickets.py; tests\test_api_lifecycle_smoke.py; tests\test_client_ui_api_additions.py; webapp\e2e\cabinet-flow.spec.ts,Retest passed,"ROOT-PYTEST-001/BACKEND-GAPS-001, WEBAPP-E2E-001/WEBAPP-AUTH-001, CLIENT-TEST-001 passed after route-family mapping; direct test refs found for this route or route family.",,No code fix required in this pass.,Retested in existing automated suite; add narrower route test when behavior changes.,Live/deploy/provider/device/RU checks remain separate and must be labelled PASS/FAIL/BLOCKED_BY_ACCESS/NOT_REQUESTED when applicable.,Keep covered in regression suite; add narrower route test when behavior changes.,2026-06-27
BACKEND-API-085,Backend API,generated from portal_bot/api.py route decorators,API-085,Support ticket lifecycle,POST /api/tickets/uploads,Support ticket lifecycle,"As a support user, I can submit `POST /api/tickets/uploads` so the support ticket lifecycle workflow works through the canonical POKROV backend.","Create, list, upload, read, or append ticket messages only for the authenticated user, with attachment metadata and no private access leakage. Route: `POST /api/tickets/uploads` handled by `upload_ticket_attachment`.",portal_bot/api_surface_routes.py:2900,"Use POKROV canon, app-first identity, no secrets, no unsupported store/stable/RU/payment claims.",Route-family evidence mapped from tests. Test refs: tests\test_api_auth_and_tickets.py; webapp\e2e\cabinet-flow.spec.ts,Retest passed,"ROOT-PYTEST-001/BACKEND-GAPS-001, WEBAPP-E2E-001/WEBAPP-AUTH-001 passed after route-family mapping; direct test refs found for this route or route family.",,No code fix required in this pass.,Retested in existing automated suite; add narrower route test when behavior changes.,Live/deploy/provider/device/RU checks remain separate and must be labelled PASS/FAIL/BLOCKED_BY_ACCESS/NOT_REQUESTED when applicable.,Keep covered in regression suite; add narrower route test when behavior changes.,2026-06-27
BACKEND-API-086,Backend API,generated from portal_bot/api.py route decorators,API-086,Support ticket lifecycle,POST /api/tickets,Support ticket lifecycle,"As a support user, I can submit `POST /api/tickets` so the support ticket lifecycle workflow works through the canonical POKROV backend.","Create, list, upload, read, or append ticket messages only for the authenticated user, with attachment metadata and no private access leakage. Route: `POST /api/tickets` handled by `create_user_ticket`.",portal_bot/api_surface_routes.py:3038,"Use POKROV canon, app-first identity, no secrets, no unsupported store/stable/RU/payment claims.",Route-family evidence mapped from tests. Test refs: C:\Users\kiwun\Documents\ai\POKROV-app\packages\app_shell\test\app_first_runtime_bootstrap_test.dart; C:\Users\kiwun\Documents\ai\POKROV-app\packages\app_shell\test\assistant_contract_test.dart; portal_bot\tests\test_app_first_api.py; tests\test_api_auth_and_tickets.py; tests\test_api_lifecycle_smoke.py; tests\test_client_ui_api_additions.py; webapp\e2e\cabinet-flow.spec.ts,Retest passed,"ROOT-PYTEST-001/BACKEND-GAPS-001, WEBAPP-E2E-001/WEBAPP-AUTH-001, CLIENT-TEST-001 passed after route-family mapping; direct test refs found for this route or route family.",,No code fix required in this pass.,Retested in existing automated suite; add narrower route test when behavior changes.,Live/deploy/provider/device/RU checks remain separate and must be labelled PASS/FAIL/BLOCKED_BY_ACCESS/NOT_REQUESTED when applicable.,Keep covered in regression suite; add narrower route test when behavior changes.,2026-06-27
BACKEND-API-087,Backend API,generated from portal_bot/api.py route decorators,API-087,Support ticket lifecycle,GET /api/tickets/{ticket_id},Support ticket lifecycle,"As a support user, I can read `GET /api/tickets/{ticket_id}` so the support ticket lifecycle workflow works through the canonical POKROV backend.","Create, list, upload, read, or append ticket messages only for the authenticated user, with attachment metadata and no private access leakage. Route: `GET /api/tickets/{ticket_id}` handled by `get_ticket`.",portal_bot/api_surface_routes.py:3107,"Use POKROV canon, app-first identity, no secrets, no unsupported store/stable/RU/payment claims.",Route-family evidence mapped from tests. Test refs: C:\Users\kiwun\Documents\ai\POKROV-app\packages\app_shell\test\app_first_runtime_bootstrap_test.dart; C:\Users\kiwun\Documents\ai\POKROV-app\packages\app_shell\test\assistant_contract_test.dart; portal_bot\tests\test_app_first_api.py; tests\test_api_auth_and_tickets.py; tests\test_api_lifecycle_smoke.py; tests\test_client_ui_api_additions.py; webapp\e2e\cabinet-flow.spec.ts,Retest passed,"ROOT-PYTEST-001/BACKEND-GAPS-001, WEBAPP-E2E-001/WEBAPP-AUTH-001, CLIENT-TEST-001 passed after route-family mapping; direct test refs found for this route or route family.",,No code fix required in this pass.,Retested in existing automated suite; add narrower route test when behavior changes.,Live/deploy/provider/device/RU checks remain separate and must be labelled PASS/FAIL/BLOCKED_BY_ACCESS/NOT_REQUESTED when applicable.,Keep covered in regression suite; add narrower route test when behavior changes.,2026-06-27
BACKEND-API-088,Backend API,generated from portal_bot/api.py route decorators,API-088,Support ticket lifecycle,POST /api/tickets/{ticket_id}/messages,Support ticket lifecycle,"As a support user, I can submit `POST /api/tickets/{ticket_id}/messages` so the support ticket lifecycle workflow works through the canonical POKROV backend.","Create, list, upload, read, or append ticket messages only for the authenticated user, with attachment metadata and no private access leakage. Route: `POST /api/tickets/{ticket_id}/messages` handled by `add_ticket_user_message`.",portal_bot/api_surface_routes.py:3142,"Use POKROV canon, app-first identity, no secrets, no unsupported store/stable/RU/payment claims.",Route-family evidence mapped from tests. Test refs: C:\Users\kiwun\Documents\ai\POKROV-app\packages\app_shell\test\app_first_runtime_bootstrap_test.dart; C:\Users\kiwun\Documents\ai\POKROV-app\packages\app_shell\test\assistant_contract_test.dart; portal_bot\tests\test_app_first_api.py; tests\test_api_auth_and_tickets.py; tests\test_api_lifecycle_smoke.py; tests\test_client_ui_api_additions.py; webapp\e2e\cabinet-flow.spec.ts,Retest passed,"ROOT-PYTEST-001/BACKEND-GAPS-001, WEBAPP-E2E-001/WEBAPP-AUTH-001, CLIENT-TEST-001 passed after route-family mapping; direct test refs found for this route or route family.",,No code fix required in this pass.,Retested in existing automated suite; add narrower route test when behavior changes.,Live/deploy/provider/device/RU checks remain separate and must be labelled PASS/FAIL/BLOCKED_BY_ACCESS/NOT_REQUESTED when applicable.,Keep covered in regression suite; add narrower route test when behavior changes.,2026-06-27
BACKEND-API-089,Backend API,generated from portal_bot/api.py route decorators,API-089,Admin operations and release controls,GET /api/admin/summary,Admin operations and release controls,"As a operator, I can read `GET /api/admin/summary` so the admin operations and release controls workflow works through the canonical POKROV backend.","Expose guarded admin-only operational controls, summaries, broadcasts, referrals, audits, and client WARP material without broad public release claims. Route: `GET /api/admin/summary` handled by `admin_summary`.",portal_bot/api_admin_routes.py:14,"Use POKROV canon, app-first identity, no secrets, no unsupported store/stable/RU/payment claims. Admin web surface is primary operator UI; Telegram admin is fallback only; audit sensitive changes.",Route-family evidence mapped from tests. Test refs: portal_bot\tests\test_email_auth.py; tests\test_api_auth_and_tickets.py; tests\test_observer_api.py; webapp\e2e\admin-gate.spec.ts,Retest passed,"ROOT-PYTEST-001/BACKEND-GAPS-001, WEBAPP-E2E-001/WEBAPP-AUTH-001 passed after route-family mapping; direct test refs found for this route or route family.",,No code fix required in this pass.,Retested in existing automated suite; add narrower route test when behavior changes.,Live/deploy/provider/device/RU checks remain separate and must be labelled PASS/FAIL/BLOCKED_BY_ACCESS/NOT_REQUESTED when applicable.,Keep covered in regression suite; add narrower route test when behavior changes.,2026-06-27
BACKEND-API-090,Backend API,generated from portal_bot/api.py route decorators,API-090,Admin payment ledger and reconciliation,GET /api/admin/payments/orders,Admin payment ledger and reconciliation,"As a operator, I can read `GET /api/admin/payments/orders` so the admin payment ledger and reconciliation workflow works through the canonical POKROV backend.",Let admins inspect payment/order state and require audit notes for manual reconciliation. Route: `GET /api/admin/payments/orders` handled by `admin_payment_orders`.,portal_bot/api_admin_routes.py:563,"Use POKROV canon, app-first identity, no secrets, no unsupported store/stable/RU/payment claims. Lava.top checkout is beta-proven only; refund/chargeback/reconciliation maturity must not be overclaimed.",Route-family evidence mapped from tests. Test refs: tests\test_admin_payments_api.py; webapp\e2e\admin-gate.spec.ts,Retest passed,"ROOT-PYTEST-001/BACKEND-GAPS-001, WEBAPP-E2E-001/WEBAPP-AUTH-001 passed after route-family mapping; direct test refs found for this route or route family.",,No code fix required in this pass.,Retested in existing automated suite; add narrower route test when behavior changes.,Live/deploy/provider/device/RU checks remain separate and must be labelled PASS/FAIL/BLOCKED_BY_ACCESS/NOT_REQUESTED when applicable.,Keep covered in regression suite; add narrower route test when behavior changes.,2026-06-27
BACKEND-API-091,Backend API,generated from portal_bot/api.py route decorators,API-091,Admin payment ledger and reconciliation,POST /api/admin/payments/orders/{provider}/{order_id}/reconcile,Admin payment ledger and reconciliation,"As a operator, I can submit `POST /api/admin/payments/orders/{provider}/{order_id}/reconcile` so the admin payment ledger and reconciliation workflow works through the canonical POKROV backend.",Let admins inspect payment/order state and require audit notes for manual reconciliation. Route: `POST /api/admin/payments/orders/{provider}/{order_id}/reconcile` handled by `admin_payment_order_reconcile`.,portal_bot/api_admin_routes.py:635,"Use POKROV canon, app-first identity, no secrets, no unsupported store/stable/RU/payment claims. Lava.top checkout is beta-proven only; refund/chargeback/reconciliation maturity must not be overclaimed.",Route-family evidence mapped from tests. Test refs: tests\test_admin_payments_api.py; webapp\e2e\admin-gate.spec.ts,Retest passed,"ROOT-PYTEST-001/BACKEND-GAPS-001, WEBAPP-E2E-001/WEBAPP-AUTH-001 passed after route-family mapping; direct test refs found for this route or route family.",,No code fix required in this pass.,Retested in existing automated suite; add narrower route test when behavior changes.,Live/deploy/provider/device/RU checks remain separate and must be labelled PASS/FAIL/BLOCKED_BY_ACCESS/NOT_REQUESTED when applicable.,Keep covered in regression suite; add narrower route test when behavior changes.,2026-06-27
